title,text,label
Verified News Report 311,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 311.",REAL
Verified News Report 312,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 312.",REAL
Verified News Report 313,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 313.",REAL
Verified News Report 314,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 314.",REAL
Verified News Report 315,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 315.",REAL
Verified News Report 316,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 316.",REAL
Verified News Report 317,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 317.",REAL
Verified News Report 318,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 318.",REAL
Verified News Report 319,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 319.",REAL
Verified News Report 320,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 320.",REAL
Verified News Report 321,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 321.",REAL
Verified News Report 322,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 322.",REAL
Verified News Report 323,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 323.",REAL
Verified News Report 324,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 324.",REAL
Verified News Report 325,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 325.",REAL
Verified News Report 326,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 326.",REAL
Verified News Report 327,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 327.",REAL
Verified News Report 328,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 328.",REAL
Verified News Report 329,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 329.",REAL
Verified News Report 330,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 330.",REAL
Verified News Report 331,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 331.",REAL
Verified News Report 332,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 332.",REAL
Verified News Report 333,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 333.",REAL
Verified News Report 334,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 334.",REAL
Verified News Report 335,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 335.",REAL
Verified News Report 336,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 336.",REAL
Verified News Report 337,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 337.",REAL
Verified News Report 338,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 338.",REAL
Verified News Report 339,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 339.",REAL
Verified News Report 340,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 340.",REAL
Verified News Report 341,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 341.",REAL
Verified News Report 342,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 342.",REAL
Verified News Report 343,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 343.",REAL
Verified News Report 344,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 344.",REAL
Verified News Report 345,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 345.",REAL
Verified News Report 346,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 346.",REAL
Verified News Report 347,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 347.",REAL
Verified News Report 348,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 348.",REAL
Verified News Report 349,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 349.",REAL
Verified News Report 350,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 350.",REAL
Verified News Report 351,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 351.",REAL
Verified News Report 352,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 352.",REAL
Verified News Report 353,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 353.",REAL
Verified News Report 354,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 354.",REAL
Verified News Report 355,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 355.",REAL
Verified News Report 356,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 356.",REAL
Verified News Report 357,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 357.",REAL
Verified News Report 358,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 358.",REAL
Verified News Report 359,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 359.",REAL
Verified News Report 360,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 360.",REAL
Verified News Report 361,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 361.",REAL
Verified News Report 362,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 362.",REAL
Verified News Report 363,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 363.",REAL
Verified News Report 364,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 364.",REAL
Verified News Report 365,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 365.",REAL
Verified News Report 366,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 366.",REAL
Verified News Report 367,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 367.",REAL
Verified News Report 368,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 368.",REAL
Verified News Report 369,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 369.",REAL
Verified News Report 370,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 370.",REAL
Verified News Report 371,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 371.",REAL
Verified News Report 372,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 372.",REAL
Verified News Report 373,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 373.",REAL
Verified News Report 374,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 374.",REAL
Verified News Report 375,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 375.",REAL
Verified News Report 376,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 376.",REAL
Verified News Report 377,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 377.",REAL
Verified News Report 378,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 378.",REAL
Verified News Report 379,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 379.",REAL
Verified News Report 380,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 380.",REAL
Verified News Report 381,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 381.",REAL
Verified News Report 382,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 382.",REAL
Verified News Report 383,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 383.",REAL
Verified News Report 384,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 384.",REAL
Verified News Report 385,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 385.",REAL
Verified News Report 386,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 386.",REAL
Verified News Report 387,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 387.",REAL
Verified News Report 388,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 388.",REAL
Verified News Report 389,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 389.",REAL
Verified News Report 390,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 390.",REAL
Verified News Report 391,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 391.",REAL
Verified News Report 392,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 392.",REAL
Verified News Report 393,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 393.",REAL
Verified News Report 394,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 394.",REAL
Verified News Report 395,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 395.",REAL
Verified News Report 396,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 396.",REAL
Verified News Report 397,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 397.",REAL
Verified News Report 398,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 398.",REAL
Verified News Report 399,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 399.",REAL
Verified News Report 400,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 400.",REAL
Verified News Report 401,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 401.",REAL
Verified News Report 402,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 402.",REAL
Verified News Report 403,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 403.",REAL
Verified News Report 404,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 404.",REAL
Verified News Report 405,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 405.",REAL
Verified News Report 406,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 406.",REAL
Verified News Report 407,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 407.",REAL
Verified News Report 408,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 408.",REAL
Verified News Report 409,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 409.",REAL
Verified News Report 410,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 410.",REAL
Verified News Report 411,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 411.",REAL
Verified News Report 412,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 412.",REAL
Verified News Report 413,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 413.",REAL
Verified News Report 414,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 414.",REAL
Verified News Report 415,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 415.",REAL
Verified News Report 416,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 416.",REAL
Verified News Report 417,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 417.",REAL
Verified News Report 418,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 418.",REAL
Verified News Report 419,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 419.",REAL
Verified News Report 420,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 420.",REAL
Verified News Report 421,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 421.",REAL
Verified News Report 422,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 422.",REAL
Verified News Report 423,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 423.",REAL
Verified News Report 424,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 424.",REAL
Verified News Report 425,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 425.",REAL
Verified News Report 426,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 426.",REAL
Verified News Report 427,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 427.",REAL
Verified News Report 428,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 428.",REAL
Verified News Report 429,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 429.",REAL
Verified News Report 430,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 430.",REAL
Verified News Report 431,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 431.",REAL
Verified News Report 432,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 432.",REAL
Verified News Report 433,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 433.",REAL
Verified News Report 434,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 434.",REAL
Verified News Report 435,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 435.",REAL
Verified News Report 436,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 436.",REAL
Verified News Report 437,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 437.",REAL
Verified News Report 438,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 438.",REAL
Verified News Report 439,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 439.",REAL
Verified News Report 440,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 440.",REAL
Verified News Report 441,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 441.",REAL
Verified News Report 442,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 442.",REAL
Verified News Report 443,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 443.",REAL
Verified News Report 444,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 444.",REAL
Verified News Report 445,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 445.",REAL
Verified News Report 446,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 446.",REAL
Verified News Report 447,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 447.",REAL
Verified News Report 448,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 448.",REAL
Verified News Report 449,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 449.",REAL
Verified News Report 450,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 450.",REAL
Verified News Report 451,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 451.",REAL
Verified News Report 452,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 452.",REAL
Verified News Report 453,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 453.",REAL
Verified News Report 454,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 454.",REAL
Verified News Report 455,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 455.",REAL
Verified News Report 456,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 456.",REAL
Verified News Report 457,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 457.",REAL
Verified News Report 458,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 458.",REAL
Verified News Report 459,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 459.",REAL
Verified News Report 460,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 460.",REAL
Verified News Report 461,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 461.",REAL
Verified News Report 462,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 462.",REAL
Verified News Report 463,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 463.",REAL
Verified News Report 464,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 464.",REAL
Verified News Report 465,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 465.",REAL
Verified News Report 466,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 466.",REAL
Verified News Report 467,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 467.",REAL
Verified News Report 468,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 468.",REAL
Verified News Report 469,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 469.",REAL
Verified News Report 470,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 470.",REAL
Verified News Report 471,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 471.",REAL
Verified News Report 472,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 472.",REAL
Verified News Report 473,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 473.",REAL
Verified News Report 474,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 474.",REAL
Verified News Report 475,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 475.",REAL
Verified News Report 476,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 476.",REAL
Verified News Report 477,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 477.",REAL
Verified News Report 478,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 478.",REAL
Verified News Report 479,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 479.",REAL
Verified News Report 480,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 480.",REAL
Verified News Report 481,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 481.",REAL
Verified News Report 482,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 482.",REAL
Verified News Report 483,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 483.",REAL
Verified News Report 484,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 484.",REAL
Verified News Report 485,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 485.",REAL
Verified News Report 486,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 486.",REAL
Verified News Report 487,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 487.",REAL
Verified News Report 488,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 488.",REAL
Verified News Report 489,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 489.",REAL
Verified News Report 490,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 490.",REAL
Verified News Report 491,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 491.",REAL
Verified News Report 492,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 492.",REAL
Verified News Report 493,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 493.",REAL
Verified News Report 494,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 494.",REAL
Verified News Report 495,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 495.",REAL
Verified News Report 496,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 496.",REAL
Verified News Report 497,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 497.",REAL
Verified News Report 498,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 498.",REAL
Verified News Report 499,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 499.",REAL
Verified News Report 500,"Government agency released an official report about infrastructure, education, healthcare, and public services update number 500.",REAL
Viral Rumor 1,Anonymous sources claim an extraordinary event with no evidence provided in story number 1.,FAKE
Viral Rumor 2,Anonymous sources claim an extraordinary event with no evidence provided in story number 2.,FAKE
Viral Rumor 3,Anonymous sources claim an extraordinary event with no evidence provided in story number 3.,FAKE
Viral Rumor 4,Anonymous sources claim an extraordinary event with no evidence provided in story number 4.,FAKE
Viral Rumor 5,Anonymous sources claim an extraordinary event with no evidence provided in story number 5.,FAKE
Viral Rumor 6,Anonymous sources claim an extraordinary event with no evidence provided in story number 6.,FAKE
Viral Rumor 7,Anonymous sources claim an extraordinary event with no evidence provided in story number 7.,FAKE
Viral Rumor 8,Anonymous sources claim an extraordinary event with no evidence provided in story number 8.,FAKE
Viral Rumor 9,Anonymous sources claim an extraordinary event with no evidence provided in story number 9.,FAKE
Viral Rumor 10,Anonymous sources claim an extraordinary event with no evidence provided in story number 10.,FAKE
Viral Rumor 11,Anonymous sources claim an extraordinary event with no evidence provided in story number 11.,FAKE
Viral Rumor 12,Anonymous sources claim an extraordinary event with no evidence provided in story number 12.,FAKE
Viral Rumor 13,Anonymous sources claim an extraordinary event with no evidence provided in story number 13.,FAKE
Viral Rumor 14,Anonymous sources claim an extraordinary event with no evidence provided in story number 14.,FAKE
Viral Rumor 15,Anonymous sources claim an extraordinary event with no evidence provided in story number 15.,FAKE
Viral Rumor 16,Anonymous sources claim an extraordinary event with no evidence provided in story number 16.,FAKE
Viral Rumor 17,Anonymous sources claim an extraordinary event with no evidence provided in story number 17.,FAKE
Viral Rumor 18,Anonymous sources claim an extraordinary event with no evidence provided in story number 18.,FAKE
Viral Rumor 19,Anonymous sources claim an extraordinary event with no evidence provided in story number 19.,FAKE
Viral Rumor 20,Anonymous sources claim an extraordinary event with no evidence provided in story number 20.,FAKE
Viral Rumor 21,Anonymous sources claim an extraordinary event with no evidence provided in story number 21.,FAKE
Viral Rumor 22,Anonymous sources claim an extraordinary event with no evidence provided in story number 22.,FAKE
Viral Rumor 23,Anonymous sources claim an extraordinary event with no evidence provided in story number 23.,FAKE
Viral Rumor 24,Anonymous sources claim an extraordinary event with no evidence provided in story number 24.,FAKE
Viral Rumor 25,Anonymous sources claim an extraordinary event with no evidence provided in story number 25.,FAKE
Viral Rumor 26,Anonymous sources claim an extraordinary event with no evidence provided in story number 26.,FAKE
Viral Rumor 27,Anonymous sources claim an extraordinary event with no evidence provided in story number 27.,FAKE
Viral Rumor 28,Anonymous sources claim an extraordinary event with no evidence provided in story number 28.,FAKE
Viral Rumor 29,Anonymous sources claim an extraordinary event with no evidence provided in story number 29.,FAKE
Viral Rumor 30,Anonymous sources claim an extraordinary event with no evidence provided in story number 30.,FAKE
Viral Rumor 31,Anonymous sources claim an extraordinary event with no evidence provided in story number 31.,FAKE
Viral Rumor 32,Anonymous sources claim an extraordinary event with no evidence provided in story number 32.,FAKE
Viral Rumor 33,Anonymous sources claim an extraordinary event with no evidence provided in story number 33.,FAKE
Viral Rumor 34,Anonymous sources claim an extraordinary event with no evidence provided in story number 34.,FAKE
Viral Rumor 35,Anonymous sources claim an extraordinary event with no evidence provided in story number 35.,FAKE
Viral Rumor 36,Anonymous sources claim an extraordinary event with no evidence provided in story number 36.,FAKE
Viral Rumor 37,Anonymous sources claim an extraordinary event with no evidence provided in story number 37.,FAKE
Viral Rumor 38,Anonymous sources claim an extraordinary event with no evidence provided in story number 38.,FAKE
Viral Rumor 39,Anonymous sources claim an extraordinary event with no evidence provided in story number 39.,FAKE
Viral Rumor 40,Anonymous sources claim an extraordinary event with no evidence provided in story number 40.,FAKE
Viral Rumor 41,Anonymous sources claim an extraordinary event with no evidence provided in story number 41.,FAKE
Viral Rumor 42,Anonymous sources claim an extraordinary event with no evidence provided in story number 42.,FAKE
Viral Rumor 43,Anonymous sources claim an extraordinary event with no evidence provided in story number 43.,FAKE
Viral Rumor 44,Anonymous sources claim an extraordinary event with no evidence provided in story number 44.,FAKE
Viral Rumor 45,Anonymous sources claim an extraordinary event with no evidence provided in story number 45.,FAKE
Viral Rumor 46,Anonymous sources claim an extraordinary event with no evidence provided in story number 46.,FAKE
Viral Rumor 47,Anonymous sources claim an extraordinary event with no evidence provided in story number 47.,FAKE
Viral Rumor 48,Anonymous sources claim an extraordinary event with no evidence provided in story number 48.,FAKE
Viral Rumor 49,Anonymous sources claim an extraordinary event with no evidence provided in story number 49.,FAKE
Viral Rumor 50,Anonymous sources claim an extraordinary event with no evidence provided in story number 50.,FAKE
Viral Rumor 51,Anonymous sources claim an extraordinary event with no evidence provided in story number 51.,FAKE
Viral Rumor 52,Anonymous sources claim an extraordinary event with no evidence provided in story number 52.,FAKE
Viral Rumor 53,Anonymous sources claim an extraordinary event with no evidence provided in story number 53.,FAKE
Viral Rumor 54,Anonymous sources claim an extraordinary event with no evidence provided in story number 54.,FAKE
Viral Rumor 55,Anonymous sources claim an extraordinary event with no evidence provided in story number 55.,FAKE
Viral Rumor 56,Anonymous sources claim an extraordinary event with no evidence provided in story number 56.,FAKE
Viral Rumor 57,Anonymous sources claim an extraordinary event with no evidence provided in story number 57.,FAKE
Viral Rumor 58,Anonymous sources claim an extraordinary event with no evidence provided in story number 58.,FAKE
Viral Rumor 59,Anonymous sources claim an extraordinary event with no evidence provided in story number 59.,FAKE
Viral Rumor 60,Anonymous sources claim an extraordinary event with no evidence provided in story number 60.,FAKE
Viral Rumor 61,Anonymous sources claim an extraordinary event with no evidence provided in story number 61.,FAKE
Viral Rumor 62,Anonymous sources claim an extraordinary event with no evidence provided in story number 62.,FAKE
Viral Rumor 63,Anonymous sources claim an extraordinary event with no evidence provided in story number 63.,FAKE
Viral Rumor 64,Anonymous sources claim an extraordinary event with no evidence provided in story number 64.,FAKE
Viral Rumor 65,Anonymous sources claim an extraordinary event with no evidence provided in story number 65.,FAKE
Viral Rumor 66,Anonymous sources claim an extraordinary event with no evidence provided in story number 66.,FAKE
Viral Rumor 67,Anonymous sources claim an extraordinary event with no evidence provided in story number 67.,FAKE
Viral Rumor 68,Anonymous sources claim an extraordinary event with no evidence provided in story number 68.,FAKE
Viral Rumor 69,Anonymous sources claim an extraordinary event with no evidence provided in story number 69.,FAKE
Viral Rumor 70,Anonymous sources claim an extraordinary event with no evidence provided in story number 70.,FAKE
Viral Rumor 71,Anonymous sources claim an extraordinary event with no evidence provided in story number 71.,FAKE
Viral Rumor 72,Anonymous sources claim an extraordinary event with no evidence provided in story number 72.,FAKE
Viral Rumor 73,Anonymous sources claim an extraordinary event with no evidence provided in story number 73.,FAKE
Viral Rumor 74,Anonymous sources claim an extraordinary event with no evidence provided in story number 74.,FAKE
Viral Rumor 75,Anonymous sources claim an extraordinary event with no evidence provided in story number 75.,FAKE
Viral Rumor 76,Anonymous sources claim an extraordinary event with no evidence provided in story number 76.,FAKE
Viral Rumor 77,Anonymous sources claim an extraordinary event with no evidence provided in story number 77.,FAKE
Viral Rumor 78,Anonymous sources claim an extraordinary event with no evidence provided in story number 78.,FAKE
Viral Rumor 79,Anonymous sources claim an extraordinary event with no evidence provided in story number 79.,FAKE
Viral Rumor 80,Anonymous sources claim an extraordinary event with no evidence provided in story number 80.,FAKE
Viral Rumor 81,Anonymous sources claim an extraordinary event with no evidence provided in story number 81.,FAKE
Viral Rumor 82,Anonymous sources claim an extraordinary event with no evidence provided in story number 82.,FAKE
Viral Rumor 83,Anonymous sources claim an extraordinary event with no evidence provided in story number 83.,FAKE
Viral Rumor 84,Anonymous sources claim an extraordinary event with no evidence provided in story number 84.,FAKE
Viral Rumor 85,Anonymous sources claim an extraordinary event with no evidence provided in story number 85.,FAKE
Viral Rumor 86,Anonymous sources claim an extraordinary event with no evidence provided in story number 86.,FAKE
Viral Rumor 87,Anonymous sources claim an extraordinary event with no evidence provided in story number 87.,FAKE
Viral Rumor 88,Anonymous sources claim an extraordinary event with no evidence provided in story number 88.,FAKE
Viral Rumor 89,Anonymous sources claim an extraordinary event with no evidence provided in story number 89.,FAKE
Viral Rumor 90,Anonymous sources claim an extraordinary event with no evidence provided in story number 90.,FAKE
Viral Rumor 91,Anonymous sources claim an extraordinary event with no evidence provided in story number 91.,FAKE
Viral Rumor 92,Anonymous sources claim an extraordinary event with no evidence provided in story number 92.,FAKE
Viral Rumor 93,Anonymous sources claim an extraordinary event with no evidence provided in story number 93.,FAKE
Viral Rumor 94,Anonymous sources claim an extraordinary event with no evidence provided in story number 94.,FAKE
Viral Rumor 95,Anonymous sources claim an extraordinary event with no evidence provided in story number 95.,FAKE
Viral Rumor 96,Anonymous sources claim an extraordinary event with no evidence provided in story number 96.,FAKE
Viral Rumor 97,Anonymous sources claim an extraordinary event with no evidence provided in story number 97.,FAKE
Viral Rumor 98,Anonymous sources claim an extraordinary event with no evidence provided in story number 98.,FAKE
Viral Rumor 99,Anonymous sources claim an extraordinary event with no evidence provided in story number 99.,FAKE
Viral Rumor 100,Anonymous sources claim an extraordinary event with no evidence provided in story number 100.,FAKE
Viral Rumor 101,Anonymous sources claim an extraordinary event with no evidence provided in story number 101.,FAKE
Viral Rumor 102,Anonymous sources claim an extraordinary event with no evidence provided in story number 102.,FAKE
Viral Rumor 103,Anonymous sources claim an extraordinary event with no evidence provided in story number 103.,FAKE
Viral Rumor 104,Anonymous sources claim an extraordinary event with no evidence provided in story number 104.,FAKE
Viral Rumor 105,Anonymous sources claim an extraordinary event with no evidence provided in story number 105.,FAKE
Viral Rumor 106,Anonymous sources claim an extraordinary event with no evidence provided in story number 106.,FAKE
Viral Rumor 107,Anonymous sources claim an extraordinary event with no evidence provided in story number 107.,FAKE
Viral Rumor 108,Anonymous sources claim an extraordinary event with no evidence provided in story number 108.,FAKE
Viral Rumor 109,Anonymous sources claim an extraordinary event with no evidence provided in story number 109.,FAKE
Viral Rumor 110,Anonymous sources claim an extraordinary event with no evidence provided in story number 110.,FAKE
Viral Rumor 111,Anonymous sources claim an extraordinary event with no evidence provided in story number 111.,FAKE
Viral Rumor 112,Anonymous sources claim an extraordinary event with no evidence provided in story number 112.,FAKE
Viral Rumor 113,Anonymous sources claim an extraordinary event with no evidence provided in story number 113.,FAKE
Viral Rumor 114,Anonymous sources claim an extraordinary event with no evidence provided in story number 114.,FAKE
Viral Rumor 115,Anonymous sources claim an extraordinary event with no evidence provided in story number 115.,FAKE
Viral Rumor 116,Anonymous sources claim an extraordinary event with no evidence provided in story number 116.,FAKE
Viral Rumor 117,Anonymous sources claim an extraordinary event with no evidence provided in story number 117.,FAKE
Viral Rumor 118,Anonymous sources claim an extraordinary event with no evidence provided in story number 118.,FAKE
Viral Rumor 119,Anonymous sources claim an extraordinary event with no evidence provided in story number 119.,FAKE
Viral Rumor 120,Anonymous sources claim an extraordinary event with no evidence provided in story number 120.,FAKE
